dir,speed,ti
10.0,8.081819596398725,0.059943831349284965
40.0,8.081819596398725,0.059943831349284965
70.0,8.081819596398725,0.059943831349284965
100.0,8.081819596398725,0.059943831349284965
130.0,8.081819596398725,0.059943831349284965
160.0,8.081819596398725,0.059943831349284965
190.0,8.081819596398725,0.059943831349284965
220.0,8.081819596398725,0.059943831349284965
250.0,8.081819596398725,0.059943831349284965
280.0,8.081819596398725,0.059943831349284965
310.0,8.081819596398725,0.059943831349284965
340.0,8.081819596398725,0.059943831349284965
