# u, z/d for case where z0 = 5E-2
4.895938358438736, 0.03197099549113247
5.043204938569746, 0.03807537996956567
5.1904715187007575, 0.04432172687772962
5.3377380988317675, 0.050568073785893564
5.485004678962779, 0.05681442069405751
5.632271259093789, 0.06306076760222101
5.779537839224801, 0.06930711451038496
5.926804419355811, 0.0755534614185489
6.074070999486823, 0.08179980832671285
6.221337579617833, 0.09088540382949661
6.368604159748845, 0.10437183465394151
6.5158707398798565, 0.11771630304865521
6.663137320010867, 0.13106077144336914
6.810403900141878, 0.14625075142458588
6.957670480272888, 0.16626745401665666
7.1049370604039, 0.18656808146818937
7.25220364053491, 0.2097079575143419
7.39947022066592, 0.23696474402269363
7.546736800796932, 0.2669188166959342
7.6873094454674415, 0.2988887558713549
7.814494219216952, 0.33136975979380723
7.93498505750596, 0.36537764851603316
8.04878196033447, 0.40105556748801097
8.149190992241977, 0.4355499028692553
8.242906088688983, 0.470574062318603
8.32992724967549, 0.5057469443133833
8.410254475201496, 0.5401018523082846
8.490581700727502, 0.5754978181212134
8.58094982944426, 0.6136265607064639
8.646029757532459, 0.6468102786560848
8.711481570924018, 0.6831952493961395
8.759677906239622, 0.7170816813729286
8.805196667371025, 0.7483134159137483
8.872136021976031, 0.7913685928164496
8.965851118423037, 0.8488796011351871
9.072954085791045, 0.906033675344887
9.11981163401455, 0.9627713264273758
9.186750988619554, 1.008577870420578
9.238071160483392, 1.059450895794846
9.287160020527061, 1.1051359830426117
9.327323633290064, 1.1426140644915952
9.367487246053066, 1.1803524103950853
9.407650858816071, 1.2199126074801234
9.447814471579074, 1.261815184655723
9.494672019802577, 1.303847894058576
9.537066944385746, 1.3483097383701594
9.577230557148749, 1.3942897919996993
9.617394169911751, 1.4418314323562802
9.65867343858484, 1.4881151278494114
9.682102212696591, 1.5270246637981826
9.720592341594468, 1.5675608525876212
9.742347631841096, 1.6053122117138368
9.776773585637955, 1.6433256943263772
9.7958991155251, 1.6802683746118037
9.824906169187267, 1.715456128861127
9.851681911029269, 1.7544957970371515
9.87845765287127, 1.7940559941221896
9.905233394713273, 1.834657249025255
9.932009136555276, 1.8768200906553614
9.958784878397278, 1.9192431967399746
9.988349760014488, 1.96537507130131
10.00438464092734, 1.9940811109624441
